student_id,age,gender,attendance_rate,previous_grade,distance_to_school,parent_education,household_income,dropout
STU0523,13,female,43.26,C,3.47,secondary,low,1
STU0524,15,male,72.84,D,4.1,higher,low,0
STU0525,17,male,78.04,C,2.12,secondary,medium,0
STU0526,12,female,64.4,C,0.13,higher,low,0
STU0527,15,female,87.83,C,1.0,higher,high,0
STU0528,17,female,68.19,D,2.92,secondary,low,0
STU0529,13,male,80.09,B,0.27,secondary,low,0
STU0530,14,male,58.82,A,1.63,primary,medium,0
STU0531,12,female,61.58,C,9.76,none,low,0
STU0532,14,male,87.35,A,4.18,primary,medium,1
STU0533,15,female,59.25,C,0.71,secondary,medium,1
STU0534,15,female,67.97,A,1.5,primary,low,1
STU0535,16,female,66.5,B,1.69,secondary,medium,0
STU0536,16,male,46.02,B,3.77,primary,high,0
STU0537,13,male,64.87,B,6.62,secondary,high,1
STU0538,15,female,48.36,F,1.42,secondary,low,1
STU0539,12,female,88.91,C,0.59,none,medium,0
STU0540,16,female,69.37,B,6.7,none,low,0
STU0541,17,male,92.74,F,0.85,higher,medium,0
STU0542,13,female,90.79,C,3.15,primary,low,0
STU0543,14,female,78.36,B,9.5,secondary,high,0
STU0544,15,female,97.04,A,8.53,none,low,0
STU0545,15,male,79.43,B,7.25,primary,low,0
STU0546,15,female,68.2,C,4.51,secondary,medium,0
STU0547,12,male,88.42,B,7.32,primary,medium,0
STU0548,14,male,56.22,A,1.19,secondary,high,0
STU0549,13,male,86.49,C,4.51,none,medium,1
STU0550,17,male,81.5,C,7.51,primary,medium,0
STU0551,15,male,80.83,D,2.54,secondary,low,0
STU0552,17,female,85.75,D,0.68,secondary,high,0
STU0553,12,female,43.4,D,6.49,higher,medium,0
STU0554,15,male,80.51,B,0.01,primary,medium,0
STU0555,16,male,77.22,C,0.08,secondary,medium,0
STU0556,16,male,61.83,F,8.9,none,medium,1
STU0557,14,male,69.33,A,7.57,secondary,medium,1
STU0558,12,female,94.98,F,5.49,primary,low,1
STU0559,17,female,78.4,F,8.85,none,low,1
STU0560,15,female,73.64,B,3.24,primary,medium,0
STU0561,15,female,89.66,C,2.27,secondary,medium,0
STU0562,16,female,86.71,A,26.19,primary,medium,0
STU0563,15,female,65.63,D,3.39,primary,high,1
STU0564,14,female,74.19,A,3.9,secondary,medium,1
STU0565,13,male,60.27,B,0.25,none,low,0
STU0566,15,female,98.6,F,0.84,secondary,high,0
STU0567,17,female,50.87,F,11.92,none,low,1
STU0568,17,male,75.7,F,12.89,secondary,high,0
STU0569,15,female,85.45,C,13.34,secondary,medium,1
STU0570,12,female,65.19,D,2.12,secondary,low,1
STU0571,15,male,90.64,A,3.46,none,high,1
STU0572,13,female,79.62,C,4.76,none,medium,1
STU0573,13,female,74.54,A,6.56,primary,low,1
STU0574,15,male,60.05,B,1.76,higher,medium,0
STU0575,16,male,75.97,A,1.21,secondary,low,0
STU0576,15,female,62.17,C,5.67,secondary,high,1
STU0577,17,female,59.58,B,10.2,secondary,medium,0
STU0578,13,male,53.51,F,7.84,primary,low,1
STU0579,17,female,75.18,F,1.95,secondary,medium,1
STU0580,13,male,72.87,A,27.17,primary,medium,0
STU0581,16,male,96.11,D,2.09,secondary,medium,1
STU0582,13,female,92.85,A,0.62,none,medium,1
STU0583,14,female,50.99,B,9.02,higher,low,1
STU0584,16,male,63.52,C,13.7,primary,low,1
STU0585,12,male,75.09,C,0.9,higher,low,1
STU0586,13,male,81.51,D,1.67,secondary,medium,0
STU0587,14,female,81.41,C,0.77,none,low,1
STU0588,16,male,69.84,A,3.22,none,high,1
STU0589,17,female,83.63,A,16.07,secondary,low,1
STU0590,12,female,100.0,D,14.59,none,low,1
STU0591,12,male,83.95,C,0.66,none,high,1
STU0592,15,male,79.79,C,2.41,none,medium,1
STU0593,15,female,76.97,C,2.64,secondary,low,0
STU0594,12,female,76.66,B,1.89,secondary,low,1
STU0595,15,male,82.61,C,5.66,secondary,medium,0
STU0596,16,female,97.0,C,1.96,secondary,medium,0
STU0597,14,female,94.06,C,6.73,secondary,high,1
STU0598,16,female,89.07,A,3.69,primary,high,1
STU0599,15,female,61.18,C,3.08,secondary,low,0
STU0600,13,female,94.23,C,0.06,higher,low,0
STU0601,14,male,84.5,B,2.19,primary,medium,0
STU0602,15,female,72.33,B,5.33,primary,low,1
STU0603,14,female,82.8,C,1.47,secondary,low,1
STU0604,15,male,66.82,A,3.6,none,high,1
STU0605,12,female,97.84,B,5.92,none,high,1
STU0606,12,female,70.28,A,0.55,primary,low,0
STU0607,12,female,72.03,A,2.24,secondary,low,1
STU0608,12,female,59.16,C,1.9,secondary,low,0
STU0609,13,female,74.77,B,1.98,primary,medium,1
STU0610,13,female,99.03,B,8.91,none,medium,0
STU0611,15,male,100.0,B,0.07,secondary,high,0
STU0612,16,female,58.31,C,2.02,primary,high,0
STU0613,16,male,59.55,A,8.47,higher,low,0
STU0614,13,male,53.88,A,0.74,none,low,0
STU0615,13,female,91.23,F,2.2,primary,medium,1
STU0616,13,female,83.4,D,7.61,primary,low,0
STU0617,13,male,77.81,C,5.57,none,medium,0
STU0618,14,female,64.69,B,6.84,secondary,low,1
STU0619,14,male,48.31,B,12.0,secondary,low,0
STU0620,14,female,93.57,F,7.76,none,low,1
STU0621,14,female,95.68,C,3.32,secondary,medium,0
STU0622,14,female,81.67,B,5.74,higher,low,0
STU0623,14,female,62.62,B,0.33,primary,low,1
STU0624,12,male,58.59,B,10.25,higher,medium,0
STU0625,17,male,86.34,B,5.66,secondary,low,0
STU0626,16,male,71.94,B,2.42,secondary,low,0
STU0627,16,female,100.0,C,3.58,secondary,high,0
STU0628,12,female,66.1,C,5.56,secondary,medium,1
STU0629,17,male,79.72,D,2.62,none,medium,1
STU0630,16,female,54.22,B,14.24,primary,high,0
STU0631,17,male,86.9,A,1.25,higher,low,0
STU0632,14,female,72.87,C,0.65,none,medium,1
STU0633,16,male,56.11,C,10.17,primary,high,1
STU0634,17,female,62.36,F,0.24,primary,low,0
STU0635,16,female,81.05,A,1.5,secondary,medium,0
STU0636,12,female,85.43,D,8.64,primary,medium,0
STU0637,14,male,100.0,B,6.11,primary,medium,0
STU0638,13,female,60.37,A,12.5,secondary,low,1
STU0639,14,male,86.63,C,0.42,secondary,high,0
STU0640,13,female,79.67,C,0.16,secondary,medium,1
STU0641,13,male,81.46,D,7.63,primary,low,1
STU0642,15,female,92.08,A,15.4,primary,low,1
STU0643,14,female,76.65,A,15.12,higher,medium,0
STU0644,12,female,65.11,F,10.43,primary,low,1
STU0645,17,male,50.03,B,0.31,higher,low,1
STU0646,16,male,69.23,A,0.66,secondary,high,0
STU0647,16,female,79.33,F,0.41,secondary,low,1
STU0648,15,male,98.55,D,12.0,higher,low,0
STU0649,14,female,76.03,B,2.37,primary,low,0
STU0650,16,female,75.52,C,6.73,secondary,low,1
STU0651,15,male,45.47,A,2.67,primary,low,1
STU0652,17,male,83.36,A,7.21,none,low,0
STU0653,14,female,72.99,A,1.07,secondary,medium,0
STU0654,15,male,56.26,A,2.2,secondary,low,0
STU0655,15,female,58.38,B,1.1,none,medium,1
STU0656,15,female,99.09,C,1.07,secondary,high,0
STU0657,12,male,77.42,A,5.76,primary,low,0
STU0658,12,female,54.06,A,0.42,primary,high,1
STU0659,12,male,83.87,A,3.31,none,low,1
STU0660,15,male,79.79,C,4.04,higher,medium,1
STU0661,14,female,99.8,A,11.05,primary,medium,1
STU0662,13,female,65.66,B,3.46,primary,medium,0
STU0663,14,female,76.66,C,1.52,secondary,high,0
STU0664,13,male,47.84,C,1.87,primary,high,0
STU0665,16,female,82.25,B,4.6,secondary,low,0
STU0666,15,female,73.13,C,2.99,secondary,medium,0
STU0667,12,male,66.46,C,0.6,primary,low,0
STU0668,13,female,76.16,D,4.75,primary,medium,1
STU0669,15,female,60.49,C,5.71,secondary,low,0
STU0670,15,female,89.4,C,0.83,secondary,medium,0
STU0671,17,male,81.94,B,4.26,higher,high,0
STU0672,14,female,69.76,B,4.55,secondary,low,0
STU0673,14,female,63.41,B,0.44,higher,medium,0
STU0674,12,male,69.95,C,1.69,none,medium,0
STU0675,13,female,78.83,B,6.71,higher,low,1
STU0676,12,female,76.06,D,0.53,secondary,low,0
STU0677,13,male,61.56,C,6.15,none,low,0
STU0678,15,male,80.48,C,1.99,none,medium,1
STU0679,15,male,65.61,C,0.73,primary,low,0
STU0680,15,female,92.48,A,8.18,secondary,low,1
STU0681,17,female,75.33,D,6.45,primary,high,0
STU0682,12,female,66.03,B,5.59,primary,medium,1
STU0683,15,female,77.53,D,7.64,primary,low,1
STU0684,12,female,85.77,C,19.86,primary,medium,0
STU0685,13,female,66.97,C,6.35,primary,low,0
STU0686,16,female,98.75,C,2.12,higher,low,0
STU0687,15,male,53.28,F,7.27,none,medium,0
STU0688,17,female,59.04,C,3.04,secondary,low,0
STU0689,16,female,89.93,C,0.29,higher,medium,0
STU0690,14,female,63.44,C,4.1,higher,high,1
STU0691,13,female,56.55,A,4.62,primary,medium,0
STU0692,13,female,78.31,D,2.61,secondary,medium,0
STU0693,15,female,59.85,B,1.85,none,low,0
STU0694,16,male,59.34,C,1.17,primary,medium,0
STU0695,17,male,80.69,B,20.88,none,high,1
STU0696,12,female,80.98,B,0.04,primary,medium,0
STU0697,13,female,81.56,C,5.03,primary,low,1
STU0698,12,female,65.58,C,0.52,secondary,high,0
STU0699,16,male,31.62,B,0.16,higher,low,1
STU0700,14,male,59.91,C,4.96,primary,medium,0
STU0701,16,female,49.36,C,1.6,secondary,medium,0
STU0702,14,female,71.36,B,2.19,none,high,1
STU0703,12,male,46.65,C,4.55,none,medium,1
STU0704,14,male,71.35,A,5.41,secondary,medium,0
STU0705,14,female,75.03,C,6.32,higher,high,0
STU0706,15,male,71.65,D,5.84,secondary,low,0
STU0707,17,male,46.99,D,6.49,none,low,1
STU0708,16,female,66.83,D,3.49,primary,low,0
STU0709,12,female,88.97,F,6.28,secondary,low,1
STU0710,13,female,92.12,B,3.05,none,low,1
STU0711,12,male,68.37,C,6.11,primary,medium,1
STU0712,17,male,73.29,B,0.1,none,low,1
STU0713,16,male,76.08,D,0.05,secondary,medium,0
STU0714,17,male,39.2,B,11.22,higher,low,1
STU0715,17,male,67.56,B,11.06,secondary,low,1
STU0716,15,female,76.66,C,0.84,none,low,0
STU0717,16,male,65.61,C,3.2,higher,low,0
STU0718,14,female,82.86,C,5.69,higher,medium,0
STU0719,16,male,93.46,C,3.82,none,high,0
STU0720,13,male,73.85,A,1.75,none,high,0
STU0721,12,male,72.79,D,0.07,secondary,low,1
STU0722,16,male,77.66,C,2.06,secondary,low,1
STU0723,17,female,43.5,B,1.03,none,medium,1
STU0724,17,male,90.86,B,6.33,secondary,low,1
STU0725,16,female,77.98,F,1.4,higher,low,0
STU0726,17,male,46.69,B,5.82,secondary,low,0
STU0727,16,female,66.05,B,2.18,primary,low,0
STU0728,14,female,55.19,B,20.47,secondary,low,1
STU0729,14,female,43.14,C,0.04,primary,low,0
STU0730,14,male,89.39,F,1.85,primary,low,0
STU0731,13,male,83.56,B,1.24,primary,medium,0
STU0732,17,female,88.64,C,0.04,secondary,high,1
STU0733,14,male,63.01,B,2.94,primary,low,0
STU0734,12,male,62.15,C,0.06,secondary,medium,1
STU0735,14,female,72.87,B,7.52,higher,medium,1
STU0736,14,male,92.1,C,2.53,primary,low,0
STU0737,15,female,100.0,B,6.4,secondary,medium,0
STU0738,13,female,74.28,A,13.27,primary,medium,0
STU0739,14,female,68.33,C,1.77,secondary,medium,1
STU0740,15,male,83.87,D,5.16,none,medium,1
STU0741,17,male,85.2,C,0.17,secondary,low,1
STU0742,14,female,58.62,B,7.92,secondary,high,1
STU0743,16,male,77.03,A,3.15,secondary,high,0
STU0744,16,male,65.0,B,0.25,none,low,1
STU0745,14,male,77.97,D,4.71,higher,high,0
STU0746,14,male,71.66,D,3.12,primary,high,0
STU0747,13,male,78.63,C,1.26,none,low,1
STU0748,14,female,86.28,B,3.87,secondary,medium,0
STU0749,13,male,80.38,A,0.51,primary,high,0
STU0750,17,female,97.2,B,1.61,higher,low,0
STU0751,17,male,72.16,C,2.19,primary,low,0
STU0752,16,female,63.58,C,0.2,secondary,high,0
STU0753,17,male,69.38,C,10.18,primary,low,0
STU0754,17,male,72.3,B,5.57,primary,low,1
STU0755,16,female,82.99,C,3.61,secondary,medium,0
STU0756,12,female,91.63,B,10.19,secondary,low,0
STU0757,12,male,87.07,B,0.58,secondary,low,0
STU0758,13,female,50.53,C,6.29,secondary,low,0
STU0759,13,female,68.95,D,1.83,secondary,low,0
STU0760,16,female,100.0,D,6.07,secondary,high,1
STU0761,15,male,93.65,B,5.11,primary,medium,0
STU0762,12,female,82.81,C,1.34,none,low,0
STU0763,12,male,62.73,F,3.47,secondary,low,1
STU0764,14,male,82.08,B,7.03,secondary,high,0
STU0765,14,male,61.76,B,1.75,primary,high,0
STU0766,15,female,82.46,F,5.34,none,medium,1
STU0767,17,female,70.59,B,5.65,higher,low,1
STU0768,16,female,83.01,C,0.57,secondary,high,0
STU0769,12,female,100.0,B,0.45,secondary,medium,0
STU0770,15,male,92.7,A,1.55,secondary,low,0
STU0771,17,male,92.16,B,2.09,primary,medium,1
STU0772,13,female,67.94,B,1.61,higher,medium,0
STU0773,13,female,69.75,A,1.23,primary,medium,0
STU0774,13,female,84.56,B,10.42,primary,low,1
STU0775,13,male,54.93,C,7.84,primary,low,1
STU0776,17,male,87.28,D,0.04,none,high,1
STU0777,16,male,77.37,D,3.49,higher,low,1
STU0778,12,female,77.4,B,7.61,primary,low,1
STU0779,14,male,100.0,C,3.61,primary,low,0
STU0780,13,female,93.94,B,1.4,secondary,medium,0
STU0781,17,female,88.15,D,2.24,higher,medium,0
STU0782,13,female,74.88,D,2.83,secondary,medium,0
STU0783,15,female,77.37,C,4.97,secondary,medium,1
STU0784,12,male,69.15,C,0.95,primary,high,0
STU0785,14,female,49.1,D,2.61,higher,medium,1
STU0786,16,male,90.27,C,6.94,none,low,1
STU0787,13,female,35.71,B,2.41,higher,low,1
STU0788,13,female,100.0,C,0.15,secondary,low,1
STU0789,12,female,97.08,C,6.05,higher,low,0
STU0790,17,female,86.91,B,1.23,none,medium,0
STU0791,13,male,97.0,D,5.07,higher,medium,1
STU0792,14,female,97.23,C,0.9,primary,medium,0
STU0793,12,male,70.75,F,0.44,secondary,low,0
STU0794,13,female,56.13,C,7.5,secondary,low,0
STU0795,15,male,85.97,F,1.43,primary,medium,1
STU0796,13,male,64.88,B,2.65,primary,high,1
STU0797,14,female,63.84,A,2.07,primary,low,0
STU0798,12,female,81.5,C,0.23,secondary,medium,0
STU0799,15,female,67.37,F,2.56,secondary,low,1
STU0800,17,female,93.15,D,1.21,primary,high,1
STU0801,13,female,91.53,B,14.14,none,high,1
STU0802,12,male,64.81,C,3.84,higher,high,1
STU0803,16,female,52.01,A,8.65,secondary,medium,0
STU0804,12,male,78.16,C,7.24,secondary,low,1
STU0805,15,female,67.67,B,4.75,higher,low,0
STU0806,17,male,54.52,F,8.51,secondary,low,1
STU0807,16,female,85.52,A,3.95,secondary,high,0
STU0808,14,female,83.77,A,6.36,none,medium,0
STU0809,13,male,69.45,B,5.1,primary,low,0
STU0810,16,female,66.79,A,3.0,primary,medium,0
STU0811,13,female,73.52,C,1.06,none,medium,1
STU0812,13,male,95.04,B,8.19,primary,low,1
STU0813,16,female,80.7,B,4.25,primary,low,0
STU0814,12,female,71.02,B,1.82,higher,medium,0
STU0815,16,female,69.0,A,1.72,higher,low,0
STU0816,16,male,62.5,C,1.61,primary,low,1
STU0817,16,female,66.21,C,1.68,primary,medium,0
STU0818,14,male,94.87,D,1.01,secondary,low,0
STU0819,16,male,72.67,B,3.66,primary,high,1
STU0820,15,female,85.2,C,1.57,secondary,medium,0
STU0821,12,female,72.02,A,0.6,none,medium,0
STU0822,14,female,66.36,B,5.5,secondary,low,0
STU0823,14,female,80.11,C,5.09,secondary,medium,1
STU0824,17,female,80.74,D,0.63,secondary,medium,1
STU0825,17,female,74.66,C,0.96,higher,low,1
STU0826,16,male,64.84,B,0.84,secondary,low,1
STU0827,13,female,81.23,F,2.62,primary,low,1
STU0828,15,female,66.99,C,3.59,secondary,low,0
STU0829,15,female,77.26,B,4.5,primary,low,1
STU0830,17,female,83.76,A,0.73,primary,high,0
STU0831,15,male,84.21,A,5.09,none,high,0
STU0832,17,female,75.8,F,7.29,primary,medium,1
STU0833,15,male,89.57,C,10.98,secondary,low,1
STU0834,15,male,77.27,D,0.08,secondary,low,1
STU0835,13,female,48.88,A,4.95,none,low,0
STU0836,15,male,87.41,B,0.96,secondary,medium,0
STU0837,14,female,77.37,B,5.48,primary,medium,1
STU0838,14,female,57.06,A,0.05,none,low,0
STU0839,17,male,70.4,F,0.19,primary,high,0
STU0840,17,male,100.0,F,3.1,none,low,1
STU0841,16,male,35.12,C,14.14,higher,high,1
STU0842,12,male,95.98,D,3.9,secondary,low,0
STU0843,13,female,98.95,A,0.76,primary,low,0
STU0844,14,male,58.85,B,6.06,secondary,medium,1
STU0845,15,male,90.54,B,2.93,primary,low,0
STU0846,16,female,100.0,F,1.63,primary,medium,0
STU0847,12,male,79.35,C,4.81,none,low,0
STU0848,16,female,61.84,C,0.19,none,low,0
STU0849,15,female,38.93,D,2.68,none,low,1
STU0850,12,female,91.86,D,8.72,secondary,medium,1
STU0851,13,female,96.42,A,3.65,none,high,0
STU0852,12,female,43.43,A,5.6,higher,medium,1
STU0853,12,female,100.0,B,4.36,primary,high,1
STU0854,16,male,56.78,C,5.66,secondary,high,0
STU0855,14,male,81.84,B,0.56,none,high,0
STU0856,12,female,75.94,D,1.55,higher,medium,1
STU0857,15,female,100.0,B,23.36,secondary,medium,1
STU0858,17,female,96.14,C,16.12,secondary,medium,0
STU0859,12,male,78.48,B,0.24,higher,low,0
STU0860,14,female,46.47,C,7.18,higher,low,0
STU0861,12,female,56.25,B,2.86,primary,medium,0
STU0862,15,male,83.58,A,3.37,primary,low,0
STU0863,14,female,63.34,C,10.36,higher,low,0
STU0864,13,female,89.34,A,3.31,higher,high,0
STU0865,12,male,100.0,F,1.93,primary,medium,1
STU0866,15,female,73.27,F,5.79,primary,low,1
STU0867,13,male,69.81,F,0.37,secondary,medium,0
STU0868,13,male,75.49,A,3.76,none,medium,0
STU0869,14,male,87.08,C,1.08,none,low,0
STU0870,15,female,70.87,B,1.36,secondary,medium,0
STU0871,13,female,72.88,F,3.71,none,low,1
STU0872,15,female,77.24,A,5.75,higher,medium,0
STU0873,12,male,76.47,D,1.33,secondary,medium,0
STU0874,15,male,67.45,F,5.64,higher,low,0
STU0875,17,male,100.0,B,9.77,primary,low,1
STU0876,16,female,64.15,F,4.88,secondary,medium,1
STU0877,13,female,74.99,C,5.96,higher,medium,1
STU0878,12,male,72.33,A,1.5,primary,low,0
STU0879,13,male,45.08,C,10.66,primary,medium,0
STU0880,15,male,82.36,B,5.34,none,low,0
STU0881,15,male,67.84,C,0.41,higher,low,0
STU0882,17,male,89.88,A,6.73,higher,medium,0
STU0883,14,male,77.69,D,1.06,none,medium,1
STU0884,12,male,38.64,D,0.15,higher,medium,0
STU0885,14,female,69.32,C,8.23,primary,medium,1
STU0886,17,female,72.37,B,7.22,higher,medium,1
STU0887,17,male,80.99,C,2.32,none,medium,0
STU0888,13,male,85.51,A,1.68,higher,medium,0
STU0889,12,female,86.0,F,3.99,secondary,medium,0
STU0890,14,male,66.4,C,1.29,secondary,low,0
STU0891,13,female,52.41,D,1.05,secondary,low,1
STU0892,14,male,66.8,B,1.45,primary,medium,1
STU0893,15,male,64.87,C,2.13,primary,high,0
STU0894,15,male,94.44,D,5.2,primary,medium,1
STU0895,17,female,68.0,D,3.7,secondary,high,1
STU0896,13,male,100.0,C,1.76,primary,high,0
STU0897,13,male,99.51,B,1.67,primary,low,0
STU0898,17,female,51.69,A,0.13,primary,high,1
STU0899,16,female,96.83,B,1.55,secondary,medium,0
STU0900,16,female,53.25,B,0.06,none,medium,0
STU0901,13,female,70.27,C,8.79,none,low,1
STU0902,15,male,72.3,B,13.55,primary,high,1
STU0903,14,male,95.57,F,1.36,none,medium,1
STU0904,12,male,73.93,A,5.68,higher,low,0
STU0905,12,male,91.97,A,1.81,secondary,high,1
STU0906,16,female,59.92,B,0.9,none,high,0
STU0907,15,female,60.36,B,10.66,primary,medium,1
STU0908,13,male,71.22,C,6.67,primary,low,0
STU0909,13,male,56.94,B,3.5,primary,high,0
STU0910,12,male,81.12,B,8.74,secondary,medium,0
STU0911,12,female,80.33,B,16.3,primary,low,1
STU0912,13,female,71.46,D,2.84,primary,low,0
STU0913,15,female,70.08,A,7.44,primary,medium,1
STU0914,13,female,69.58,C,9.81,higher,high,0
STU0915,13,female,67.43,D,1.21,higher,medium,1
STU0916,13,male,85.3,F,3.58,none,low,0
STU0917,12,female,72.73,F,0.87,secondary,low,0
STU0918,12,male,69.67,A,4.57,primary,medium,1
STU0919,14,female,55.51,C,1.98,none,low,1
STU0920,12,female,81.74,B,1.33,secondary,low,0
STU0921,17,female,70.05,C,1.53,none,high,0
STU0922,12,female,54.99,B,7.32,none,low,0
STU0923,16,male,70.74,F,14.34,primary,low,1
STU0924,17,male,28.93,B,13.3,higher,high,1
STU0925,14,female,86.67,C,1.93,none,low,1
STU0926,17,female,55.29,D,1.31,none,medium,0
STU0927,14,female,86.9,B,1.12,higher,low,0
STU0928,15,female,78.23,A,13.62,primary,medium,1
STU0929,13,female,86.5,C,2.58,none,medium,0
STU0930,13,female,56.47,A,2.95,none,medium,1
STU0931,12,male,75.63,C,4.49,primary,high,1
STU0932,15,male,81.8,B,7.82,higher,medium,0
STU0933,17,male,63.61,C,5.13,higher,medium,1
STU0934,13,female,100.0,C,9.5,higher,medium,1
STU0935,17,male,64.33,B,9.48,secondary,low,1
STU0936,12,male,80.81,B,6.38,secondary,high,0
STU0937,16,male,62.6,B,8.17,none,low,0
STU0938,12,male,62.12,C,2.59,higher,medium,0
STU0939,14,male,82.34,C,2.3,primary,low,0
STU0940,14,male,63.81,B,8.2,primary,low,1
STU0941,15,male,65.08,D,0.38,higher,low,1
STU0942,15,male,81.48,C,0.4,primary,medium,0
STU0943,15,female,86.6,C,4.41,primary,low,0
STU0944,17,female,100.0,B,7.66,secondary,high,0
STU0945,12,male,40.28,A,6.54,primary,high,1
STU0946,17,female,86.56,A,3.37,primary,high,0
STU0947,17,male,75.73,C,14.35,higher,low,0
STU0948,15,male,68.57,B,0.84,primary,medium,0
STU0949,12,male,76.39,B,3.5,none,medium,0
STU0950,17,male,60.07,C,0.17,primary,low,0
STU0951,15,female,40.17,D,3.29,higher,medium,1
STU0952,15,male,81.14,F,1.12,none,low,1
STU0953,17,male,70.85,D,1.4,none,high,1
STU0954,13,male,55.94,D,11.93,secondary,medium,1
STU0955,13,female,69.32,C,0.65,higher,medium,0
STU0956,17,female,72.47,B,14.51,primary,low,1
STU0957,12,male,70.11,D,6.71,primary,medium,1
STU0958,17,female,69.26,C,0.24,secondary,medium,0
STU0959,17,female,100.0,A,7.35,secondary,low,0
STU0960,13,female,76.12,C,1.89,primary,medium,0
STU0961,17,female,94.78,A,6.21,secondary,low,0
STU0962,13,male,73.4,C,2.38,higher,high,1
STU0963,15,male,50.71,C,1.18,secondary,medium,1
STU0964,13,female,64.09,B,4.49,higher,medium,0
STU0965,15,male,85.88,B,3.52,primary,low,0
STU0966,12,male,49.39,D,5.05,secondary,low,1
STU0967,13,male,71.24,D,2.89,primary,high,1
STU0968,17,male,70.93,A,0.53,none,low,0
STU0969,15,male,77.89,F,11.27,primary,high,0
STU0970,15,male,72.57,C,0.24,primary,medium,0
STU0971,15,female,74.62,C,5.42,higher,medium,0
STU0972,17,female,100.0,C,1.95,none,medium,0
STU0973,16,male,51.7,F,1.47,primary,medium,0
STU0974,14,female,89.96,C,1.98,primary,medium,1
STU0975,13,female,66.78,A,11.3,primary,low,1
STU0976,16,male,62.87,C,24.53,secondary,high,1
STU0977,12,male,100.0,D,8.71,secondary,medium,0
STU0978,14,male,79.33,C,0.33,secondary,medium,0
STU0979,17,female,73.51,D,16.94,primary,low,1
STU0980,16,female,67.0,C,6.26,primary,medium,0
STU0981,17,female,78.17,A,1.53,secondary,medium,0
STU0982,17,male,84.4,C,3.8,primary,low,0
STU0983,12,male,73.8,B,6.7,primary,high,0
STU0984,14,female,42.23,B,0.26,primary,medium,0
STU0985,14,male,79.1,C,2.15,secondary,medium,1
STU0986,16,female,91.45,A,5.19,secondary,low,1
STU0987,15,male,85.41,C,0.97,secondary,medium,0
STU0988,14,female,56.45,D,0.84,secondary,medium,1
STU0989,14,female,68.32,B,2.75,primary,medium,1
STU0990,13,female,62.78,F,0.96,primary,low,0
STU0991,16,female,77.64,B,18.62,none,high,1
STU0992,12,male,48.53,D,0.89,none,low,1
STU0993,15,male,79.37,C,4.25,secondary,medium,0
STU0994,13,male,53.15,D,1.47,primary,low,1
STU0995,16,female,100.0,C,0.45,none,low,1
STU0996,13,male,61.49,B,0.53,primary,medium,0
STU0997,16,male,38.07,A,1.18,none,low,0
STU0998,17,female,65.2,A,0.39,secondary,medium,0
STU0999,16,female,69.2,C,1.48,secondary,medium,1
